case_id,family_id,domain,split,pattern,review_status,reviewer,decision,notes
clp-66d785e642e10454b7f0,frontend_batched_state_updates,frontend,development,gap_unresolved,pending,,,
clp-a71fdbff8c079407a6d1,frontend_batched_state_updates,frontend,development,gap_followup_success,pending,,,
clp-2528cf0592f1f7c459d3,frontend_batched_state_updates,frontend,development,temporary_constraint_active,pending,,,
clp-f58f964e2cf0b973f881,frontend_batched_state_updates,frontend,development,temporary_constraint_expired,pending,,,
clp-aae978ba2928accb887d,frontend_batched_state_updates,frontend,development,goal_current,pending,,,
clp-3d93a23b71c01920a745,frontend_batched_state_updates,frontend,development,goal_superseded,pending,,,
clp-9bac5316827d9c13055a,frontend_batched_state_updates,frontend,development,insufficient_evidence,pending,,,
clp-a80413440e384e445620,frontend_batched_state_updates,frontend,development,long_history_return,pending,,,
clp-bce4b7b140d3137da641,frontend_batched_state_updates,frontend,development,irrelevant_invariance,pending,,,
clp-ab3abb4dd5d5bafcf3cf,frontend_batched_state_updates,frontend,development,scope_invariance,pending,,,
clp-bfac7eed8e1e957b7045,frontend_batched_state_updates,frontend,development,future_invariance,pending,,,
clp-90b1cdb1bcef09cc3b34,frontend_batched_state_updates,frontend,development,source_retraction,pending,,,
clp-dc8e0786318576d81958,frontend_batched_state_updates,frontend,development,unknown_assistance_success,pending,,,
clp-f193c9f31d88c964ab55,frontend_batched_state_updates,frontend,development,explanation_ineffective,pending,,,
clp-5348c869789d53775073,frontend_batched_state_updates,frontend,development,environment_failure,pending,,,
clp-01c0bfa12a0c12e03494,frontend_batched_state_updates,frontend,development,team_artifact,pending,,,
clp-73f0cc821e0e808896ed,frontend_batched_state_updates,frontend,development,current_input_override,pending,,,
clp-a144acb90e4a8942536c,frontend_batched_state_updates,frontend,development,unjustified_correct_result,pending,,,
clp-48703ed808442a415834,frontend_css_cascade,frontend,holdout,assisted_success,pending,,,
clp-a27cb52793e9c0b1315d,frontend_css_cascade,frontend,holdout,independent_once,pending,,,
clp-e84325284b3d8d1b47e3,frontend_css_cascade,frontend,holdout,repeated_original,pending,,,
clp-704ac3d8e40883041d26,frontend_css_cascade,frontend,holdout,novel_transfer_once,pending,,,
clp-9f8103f6fe5f7fe06bec,frontend_css_cascade,frontend,holdout,gap_unresolved,pending,,,
clp-b91c3d55369eabffdc16,frontend_css_cascade,frontend,holdout,gap_followup_success,pending,,,
clp-7f9a254c35a7d9d859c0,frontend_css_cascade,frontend,holdout,temporary_constraint_active,pending,,,
clp-054aa8d62c19d5810043,frontend_css_cascade,frontend,holdout,temporary_constraint_expired,pending,,,
clp-3b9aeae1f8225b698ab8,frontend_css_cascade,frontend,holdout,goal_current,pending,,,
clp-12d2b973f7c7eaa8bc90,frontend_css_cascade,frontend,holdout,goal_superseded,pending,,,
clp-222e9f79644e8713a728,frontend_css_cascade,frontend,holdout,insufficient_evidence,pending,,,
clp-8496c086fe7ce789b28e,frontend_css_cascade,frontend,holdout,long_history_return,pending,,,
clp-0922746341e6cf792448,frontend_css_cascade,frontend,holdout,irrelevant_invariance,pending,,,
clp-ae59d6c330dc3eb26dac,frontend_css_cascade,frontend,holdout,scope_invariance,pending,,,
clp-1d9a0f6eb59118af362e,frontend_css_cascade,frontend,holdout,future_invariance,pending,,,
clp-60d0e9f6d277cf217f55,frontend_css_cascade,frontend,holdout,source_retraction,pending,,,
clp-e76ea4f2befa21e7c8a1,frontend_css_cascade,frontend,holdout,unknown_assistance_success,pending,,,
clp-b796047a4d5ffcd6520e,frontend_css_cascade,frontend,holdout,explanation_ineffective,pending,,,
clp-da2eaefbe6777a6a6df6,frontend_css_cascade,frontend,holdout,environment_failure,pending,,,
clp-569e30052faf504fe52b,frontend_css_cascade,frontend,holdout,team_artifact,pending,,,
clp-b24dc87d40fccb2490b3,frontend_css_cascade,frontend,holdout,current_input_override,pending,,,
clp-b6066155215c6c7e4da9,frontend_css_cascade,frontend,holdout,unjustified_correct_result,pending,,,
clp-2b57d52c5233e79fdd54,frontend_dom_event_propagation,frontend,development,assisted_success,pending,,,
clp-0301eaee6892de4369dd,frontend_dom_event_propagation,frontend,development,independent_once,pending,,,
clp-8cb0350a7503f2900c95,frontend_dom_event_propagation,frontend,development,repeated_original,pending,,,
clp-78f8bb405cde2186d4a1,frontend_dom_event_propagation,frontend,development,novel_transfer_once,pending,,,
clp-35d14ab2dd5649e9996c,frontend_dom_event_propagation,frontend,development,gap_unresolved,pending,,,
clp-a40c68d22124da4ef7b3,frontend_dom_event_propagation,frontend,development,gap_followup_success,pending,,,
clp-775b45c0a9fd42ffea46,frontend_dom_event_propagation,frontend,development,temporary_constraint_active,pending,,,
clp-23c6b2f02e813252dc67,frontend_dom_event_propagation,frontend,development,temporary_constraint_expired,pending,,,
clp-85eb6d80ab92d6170025,frontend_dom_event_propagation,frontend,development,goal_current,pending,,,
clp-86c2a3f89208e75ea6d0,frontend_dom_event_propagation,frontend,development,goal_superseded,pending,,,
clp-440151708e31561e5964,frontend_dom_event_propagation,frontend,development,insufficient_evidence,pending,,,
clp-18e96b2c710fbf489f22,frontend_dom_event_propagation,frontend,development,long_history_return,pending,,,
clp-b7761a30fb8f1a2708ae,frontend_dom_event_propagation,frontend,development,irrelevant_invariance,pending,,,
clp-3c068f54ef069dbe59d5,frontend_dom_event_propagation,frontend,development,scope_invariance,pending,,,
clp-1e103581a734530620b7,frontend_dom_event_propagation,frontend,development,future_invariance,pending,,,
clp-96539c1d6286874dd013,frontend_dom_event_propagation,frontend,development,source_retraction,pending,,,
clp-cb697b2b4223e4ce6cde,frontend_dom_event_propagation,frontend,development,unknown_assistance_success,pending,,,
clp-defe2792f2418acad10c,frontend_dom_event_propagation,frontend,development,explanation_ineffective,pending,,,
clp-4ae8981308dc8d3af7c6,frontend_dom_event_propagation,frontend,development,environment_failure,pending,,,
clp-9b678ec6bca4306d46f8,frontend_dom_event_propagation,frontend,development,team_artifact,pending,,,
clp-9d47cd8c475cea6bb65b,frontend_dom_event_propagation,frontend,development,current_input_override,pending,,,
clp-240284944a2d9d422c59,frontend_dom_event_propagation,frontend,development,unjustified_correct_result,pending,,,
clp-95fa7339b3b237e6231a,frontend_event_loop_order,frontend,holdout,assisted_success,pending,,,
clp-9299ddaecb2e29cd6f64,frontend_event_loop_order,frontend,holdout,independent_once,pending,,,
clp-9c28fd75fdd0db88b5fa,frontend_event_loop_order,frontend,holdout,repeated_original,pending,,,
clp-2f991cef2eb85a789b77,frontend_event_loop_order,frontend,holdout,novel_transfer_once,pending,,,
clp-f48ed38bd078358f8fc1,frontend_event_loop_order,frontend,holdout,gap_unresolved,pending,,,
clp-a03cdbdb2b767075f24c,frontend_event_loop_order,frontend,holdout,gap_followup_success,pending,,,
clp-b39b4e7c8f204749ead0,frontend_event_loop_order,frontend,holdout,temporary_constraint_active,pending,,,
clp-213f221746be9a392b75,frontend_event_loop_order,frontend,holdout,temporary_constraint_expired,pending,,,
clp-02bcf20caf0c07fa0a44,frontend_event_loop_order,frontend,holdout,goal_current,pending,,,
clp-0c4d8cfe225d8d7d57a9,frontend_event_loop_order,frontend,holdout,goal_superseded,pending,,,
clp-b7c457c85f0414e14c1a,frontend_event_loop_order,frontend,holdout,insufficient_evidence,pending,,,
clp-e25ea62072b8b5fa114a,frontend_event_loop_order,frontend,holdout,long_history_return,pending,,,
clp-49ae85bcb940d7cf9471,frontend_event_loop_order,frontend,holdout,irrelevant_invariance,pending,,,
clp-2ff7514cabd14c1c4039,frontend_event_loop_order,frontend,holdout,scope_invariance,pending,,,
clp-294dd5a624687fa74755,frontend_event_loop_order,frontend,holdout,future_invariance,pending,,,
clp-f86361be849289209a3f,frontend_event_loop_order,frontend,holdout,source_retraction,pending,,,
clp-d5d152f6ba695c57de38,frontend_event_loop_order,frontend,holdout,unknown_assistance_success,pending,,,
clp-a569df8fd9b651eaa8ea,frontend_event_loop_order,frontend,holdout,explanation_ineffective,pending,,,
clp-7fe1ccacee15abc85830,frontend_event_loop_order,frontend,holdout,environment_failure,pending,,,
clp-2bb54684cf5d8019a1d9,frontend_event_loop_order,frontend,holdout,team_artifact,pending,,,
clp-1de62ce5c2953d1a80a4,frontend_event_loop_order,frontend,holdout,current_input_override,pending,,,
clp-c9fdd202985ca4b76217,frontend_event_loop_order,frontend,holdout,unjustified_correct_result,pending,,,
clp-049e59d0c637e0fd6aa8,frontend_flex_distribution,frontend,development,assisted_success,pending,,,
clp-62be77833335150f201a,frontend_flex_distribution,frontend,development,independent_once,pending,,,
clp-e3cfd15c7cdbfb31d1b9,frontend_flex_distribution,frontend,development,repeated_original,pending,,,
clp-82409ea77a23ef969b91,frontend_flex_distribution,frontend,development,novel_transfer_once,pending,,,
clp-fe153a4e95c171df7c3e,frontend_flex_distribution,frontend,development,gap_unresolved,pending,,,
clp-1e9382f56f0b7b317dab,frontend_flex_distribution,frontend,development,gap_followup_success,pending,,,
clp-70fb8aee11d47fedde15,frontend_flex_distribution,frontend,development,temporary_constraint_active,pending,,,
clp-0e2875fe6a02e2192dc9,frontend_flex_distribution,frontend,development,temporary_constraint_expired,pending,,,
clp-0847b5a81fa9cc117b56,frontend_flex_distribution,frontend,development,goal_current,pending,,,
clp-5efef0b589265b376d58,frontend_flex_distribution,frontend,development,goal_superseded,pending,,,
clp-b2b09cc311a4278bda5b,frontend_flex_distribution,frontend,development,insufficient_evidence,pending,,,
clp-eaa2927daac6e48a07c4,frontend_flex_distribution,frontend,development,long_history_return,pending,,,
clp-f2a96fd1371cd8b56bf7,frontend_flex_distribution,frontend,development,irrelevant_invariance,pending,,,
clp-f308f39fd0a176feb8a0,frontend_flex_distribution,frontend,development,scope_invariance,pending,,,
clp-5e23582a1e666c3426d5,frontend_flex_distribution,frontend,development,future_invariance,pending,,,
clp-134bb9ad7d91497b0628,frontend_flex_distribution,frontend,development,source_retraction,pending,,,
clp-d66862e930ac340f30d8,frontend_flex_distribution,frontend,development,unknown_assistance_success,pending,,,
clp-3cf184f4a5d37b9c8adf,frontend_flex_distribution,frontend,development,explanation_ineffective,pending,,,
clp-13ff314e3620a36eab4f,frontend_flex_distribution,frontend,development,environment_failure,pending,,,
clp-7f65dc8429b45f1fb05e,frontend_flex_distribution,frontend,development,team_artifact,pending,,,
clp-913a73821dee79b6b4f0,frontend_flex_distribution,frontend,development,current_input_override,pending,,,
clp-7b6a8be2b4417da8a5c8,frontend_flex_distribution,frontend,development,unjustified_correct_result,pending,,,
clp-be91e528cc1058d436b0,frontend_form_successful_controls,frontend,validation,assisted_success,pending,,,
clp-f18c273e41639f43ae81,frontend_form_successful_controls,frontend,validation,independent_once,pending,,,
clp-fa45c017fcd7dadd5b23,frontend_form_successful_controls,frontend,validation,repeated_original,pending,,,
clp-71e35885251a5fddb65f,frontend_form_successful_controls,frontend,validation,novel_transfer_once,pending,,,
clp-6fc8fdb37b2acc38d507,frontend_form_successful_controls,frontend,validation,gap_unresolved,pending,,,
clp-ae82502b9ebf3524dbfc,frontend_form_successful_controls,frontend,validation,gap_followup_success,pending,,,
clp-2e5f432e2680fde5d376,frontend_form_successful_controls,frontend,validation,temporary_constraint_active,pending,,,
clp-4bb9a809550f1b0b687b,frontend_form_successful_controls,frontend,validation,temporary_constraint_expired,pending,,,
clp-e74a133608e16e3bcceb,frontend_form_successful_controls,frontend,validation,goal_current,pending,,,
clp-d2e2af3561567cd5b30d,frontend_form_successful_controls,frontend,validation,goal_superseded,pending,,,
clp-c3d915271c7f2787fd95,frontend_form_successful_controls,frontend,validation,insufficient_evidence,pending,,,
clp-000a55bcd66febf59cf1,frontend_form_successful_controls,frontend,validation,long_history_return,pending,,,
clp-adecca58ccd59c947bdb,frontend_form_successful_controls,frontend,validation,irrelevant_invariance,pending,,,
clp-2760cefcdf4264165036,frontend_form_successful_controls,frontend,validation,scope_invariance,pending,,,
clp-470f3e99036205b5a431,frontend_form_successful_controls,frontend,validation,future_invariance,pending,,,
clp-52dbfe995c94e62ff612,frontend_form_successful_controls,frontend,validation,source_retraction,pending,,,
clp-9b9a7a71c7c59ad79198,frontend_form_successful_controls,frontend,validation,unknown_assistance_success,pending,,,
clp-e8989dbab36da830e89a,frontend_form_successful_controls,frontend,validation,explanation_ineffective,pending,,,
clp-c5755b5697054951834e,frontend_form_successful_controls,frontend,validation,environment_failure,pending,,,
clp-0810e261377a6ea70ad5,frontend_form_successful_controls,frontend,validation,team_artifact,pending,,,
clp-a7d5940c928696987098,frontend_form_successful_controls,frontend,validation,current_input_override,pending,,,
clp-b5b29a8d4dae42a74bb6,frontend_form_successful_controls,frontend,validation,unjustified_correct_result,pending,,,
clp-17e27734b642019d8560,frontend_keyboard_focus_order,frontend,development,assisted_success,pending,,,
clp-54ff9e6176fc3b6247d7,frontend_keyboard_focus_order,frontend,development,independent_once,pending,,,
clp-96129207206db8d3c890,frontend_keyboard_focus_order,frontend,development,repeated_original,pending,,,
clp-be491982b01b48f0faca,frontend_keyboard_focus_order,frontend,development,novel_transfer_once,pending,,,
clp-a6322b993d80e102c522,frontend_keyboard_focus_order,frontend,development,gap_unresolved,pending,,,
clp-14952b18473d94070fd8,frontend_keyboard_focus_order,frontend,development,gap_followup_success,pending,,,
clp-5630c49bc355d07e6375,frontend_keyboard_focus_order,frontend,development,temporary_constraint_active,pending,,,
clp-bfdc40cac5e5e8c3f5a7,frontend_keyboard_focus_order,frontend,development,temporary_constraint_expired,pending,,,
clp-0c223ae83e8e57cba870,frontend_keyboard_focus_order,frontend,development,goal_current,pending,,,
clp-82321e998e70ed5d45fb,frontend_keyboard_focus_order,frontend,development,goal_superseded,pending,,,
clp-e0d2865cb558b5547ae1,frontend_keyboard_focus_order,frontend,development,insufficient_evidence,pending,,,
clp-ecc42cc97d7d9bfa5eee,frontend_keyboard_focus_order,frontend,development,long_history_return,pending,,,
clp-248915b479c000ed9bcb,frontend_keyboard_focus_order,frontend,development,irrelevant_invariance,pending,,,
clp-191cf368ea46f9c6a488,frontend_keyboard_focus_order,frontend,development,scope_invariance,pending,,,
clp-868a1052fd65f6d3816e,frontend_keyboard_focus_order,frontend,development,future_invariance,pending,,,
clp-05b05ee6a217ab6112bc,frontend_keyboard_focus_order,frontend,development,source_retraction,pending,,,
clp-437e943cc66e4d127fac,frontend_keyboard_focus_order,frontend,development,unknown_assistance_success,pending,,,
clp-b56efcd342c02555159a,frontend_keyboard_focus_order,frontend,development,explanation_ineffective,pending,,,
clp-2667fb10a19b5bd422db,frontend_keyboard_focus_order,frontend,development,environment_failure,pending,,,
clp-35ddcf82fcacc4e4587c,frontend_keyboard_focus_order,frontend,development,team_artifact,pending,,,
clp-b6c242ef60850c9b2d5c,frontend_keyboard_focus_order,frontend,development,current_input_override,pending,,,
clp-644927fe86f354381f78,frontend_keyboard_focus_order,frontend,development,unjustified_correct_result,pending,,,
clp-155ab61d9966b24d8beb,networks_dns_cache_scope,networks,development,assisted_success,pending,,,
clp-b570cb59451353e7f6f0,networks_dns_cache_scope,networks,development,independent_once,pending,,,
clp-b06af884c922b5e60474,networks_dns_cache_scope,networks,development,repeated_original,pending,,,
clp-3de622f15c71b24c63f7,networks_dns_cache_scope,networks,development,novel_transfer_once,pending,,,
clp-3e094e3ccd7d67738a07,networks_dns_cache_scope,networks,development,gap_unresolved,pending,,,
clp-11e96b69d07bf6897269,networks_dns_cache_scope,networks,development,gap_followup_success,pending,,,
clp-720d26373adc56e2688b,networks_dns_cache_scope,networks,development,temporary_constraint_active,pending,,,
clp-362d49997ff6a5941a7a,networks_dns_cache_scope,networks,development,temporary_constraint_expired,pending,,,
clp-fdee4283b09f92862239,networks_dns_cache_scope,networks,development,goal_current,pending,,,
clp-fc9149d96e49b9c8eb04,networks_dns_cache_scope,networks,development,goal_superseded,pending,,,
clp-936fc78ae8543a70001d,networks_dns_cache_scope,networks,development,insufficient_evidence,pending,,,
clp-47038d6e0c5f7fbb6951,networks_dns_cache_scope,networks,development,long_history_return,pending,,,
clp-476b76e43f09216defd8,networks_dns_cache_scope,networks,development,irrelevant_invariance,pending,,,
clp-65fc190a31e0190e9b51,networks_dns_cache_scope,networks,development,scope_invariance,pending,,,
clp-05a1913e45289f9b762a,networks_dns_cache_scope,networks,development,future_invariance,pending,,,
clp-3c9135cf271ddab42c9a,networks_dns_cache_scope,networks,development,source_retraction,pending,,,
clp-a7b01f4924f356cfa108,networks_dns_cache_scope,networks,development,unknown_assistance_success,pending,,,
clp-46321c8df4872b91a5ad,networks_dns_cache_scope,networks,development,explanation_ineffective,pending,,,
clp-133c7984c34474cff395,networks_dns_cache_scope,networks,development,environment_failure,pending,,,
clp-f29d51662e765eae506e,networks_dns_cache_scope,networks,development,team_artifact,pending,,,
clp-4c724e62a96d76a63213,networks_dns_cache_scope,networks,development,current_input_override,pending,,,
clp-32d66e0a6aa8f21811ce,networks_dns_cache_scope,networks,development,unjustified_correct_result,pending,,,
clp-cb282577bfb8dcbb7ec8,networks_ipv4_mtu,networks,holdout,assisted_success,pending,,,
clp-793e2c94f52bb9df66ab,networks_ipv4_mtu,networks,holdout,independent_once,pending,,,
clp-282cfd7a899280df57b7,networks_ipv4_mtu,networks,holdout,repeated_original,pending,,,
clp-a8abf3cecf4d18867727,networks_ipv4_mtu,networks,holdout,novel_transfer_once,pending,,,
clp-5495c935ca3a8980c9b3,networks_ipv4_mtu,networks,holdout,gap_unresolved,pending,,,
clp-e60d8020c36c7ea1404c,networks_ipv4_mtu,networks,holdout,gap_followup_success,pending,,,
clp-ffd0e1b4cb3d3cb93956,networks_ipv4_mtu,networks,holdout,temporary_constraint_active,pending,,,
clp-edc2fddf2bc0de77b636,networks_ipv4_mtu,networks,holdout,temporary_constraint_expired,pending,,,
clp-eaaf1495951b2fb388e1,networks_ipv4_mtu,networks,holdout,goal_current,pending,,,
clp-9edc2e26aaffd0df29bb,networks_ipv4_mtu,networks,holdout,goal_superseded,pending,,,
clp-33bb1421fd3904a206da,networks_ipv4_mtu,networks,holdout,insufficient_evidence,pending,,,
clp-6a555cf7278edd93b9ac,networks_ipv4_mtu,networks,holdout,long_history_return,pending,,,
clp-d95934c88ec4505ab9e9,networks_ipv4_mtu,networks,holdout,irrelevant_invariance,pending,,,
clp-53e354de35f68b8c83eb,networks_ipv4_mtu,networks,holdout,scope_invariance,pending,,,
clp-edbe9005856d5eaa4197,networks_ipv4_mtu,networks,holdout,future_invariance,pending,,,
clp-7bf07b6b4492a7452d6f,networks_ipv4_mtu,networks,holdout,source_retraction,pending,,,
clp-422cbf02c5c7e38bbaf0,networks_ipv4_mtu,networks,holdout,unknown_assistance_success,pending,,,
clp-f2321a3deb0a39b40376,networks_ipv4_mtu,networks,holdout,explanation_ineffective,pending,,,
clp-fc79183d90557fbd8389,networks_ipv4_mtu,networks,holdout,environment_failure,pending,,,
clp-9adb458fb8b70c34420f,networks_ipv4_mtu,networks,holdout,team_artifact,pending,,,
clp-7a1b082a27fc3e7e9b3c,networks_ipv4_mtu,networks,holdout,current_input_override,pending,,,
clp-22467f662fd88a3a59b8,networks_ipv4_mtu,networks,holdout,unjustified_correct_result,pending,,,
clp-95809ede5eb17fbce468,networks_nat_lifetime,networks,development,assisted_success,pending,,,
clp-1e62744b10863ba67a6c,networks_nat_lifetime,networks,development,independent_once,pending,,,
clp-6e835a9b1b0065fd7ba7,networks_nat_lifetime,networks,development,repeated_original,pending,,,
clp-ae77bce38e10d4ad268e,networks_nat_lifetime,networks,development,novel_transfer_once,pending,,,
clp-b41c4ce9e4bfadd10af3,networks_nat_lifetime,networks,development,gap_unresolved,pending,,,
clp-586787348e8a90d0dc97,networks_nat_lifetime,networks,development,gap_followup_success,pending,,,
clp-422298ae294a1db083d7,networks_nat_lifetime,networks,development,temporary_constraint_active,pending,,,
clp-afc8c88342d1540e0f5a,networks_nat_lifetime,networks,development,temporary_constraint_expired,pending,,,
clp-ce7ca7034422dc3defe8,networks_nat_lifetime,networks,development,goal_current,pending,,,
clp-4bcb647dd9680fe573d7,networks_nat_lifetime,networks,development,goal_superseded,pending,,,
clp-81a980682e60e37ba33b,networks_nat_lifetime,networks,development,insufficient_evidence,pending,,,
clp-9f74ca8ba48489bbeeb3,networks_nat_lifetime,networks,development,long_history_return,pending,,,
clp-f48bf849bb1722f23153,networks_nat_lifetime,networks,development,irrelevant_invariance,pending,,,
clp-127822783e88dbf17cee,networks_nat_lifetime,networks,development,scope_invariance,pending,,,
clp-2d798a4a2338a3b9f984,networks_nat_lifetime,networks,development,future_invariance,pending,,,
clp-d4f67fe2ac13111c20dc,networks_nat_lifetime,networks,development,source_retraction,pending,,,
clp-0a80d802f4efa2267673,networks_nat_lifetime,networks,development,unknown_assistance_success,pending,,,
clp-14f1a2403c4766ff047f,networks_nat_lifetime,networks,development,explanation_ineffective,pending,,,
clp-bb811493132da9fddca9,networks_nat_lifetime,networks,development,environment_failure,pending,,,
clp-661f480b5cb168d0a8e6,networks_nat_lifetime,networks,development,team_artifact,pending,,,
clp-85038eb0c43514cffbc3,networks_nat_lifetime,networks,development,current_input_override,pending,,,
clp-29fed0d0f811dbee63ed,networks_nat_lifetime,networks,development,unjustified_correct_result,pending,,,
clp-233b6e1e9bebd4726cdc,networks_ordered_acl,networks,development,assisted_success,pending,,,
clp-428a2c8cabebcf51198b,networks_ordered_acl,networks,development,independent_once,pending,,,
clp-7d08e6d4e722cdf3e2cb,networks_ordered_acl,networks,development,repeated_original,pending,,,
clp-3947cf8386a66d355ea7,networks_ordered_acl,networks,development,novel_transfer_once,pending,,,
clp-4a5168c502d86d6c0ca2,networks_ordered_acl,networks,development,gap_unresolved,pending,,,
clp-4c705c5a80565de3e8d1,networks_ordered_acl,networks,development,gap_followup_success,pending,,,
clp-16a585adbae1f8b018ce,networks_ordered_acl,networks,development,temporary_constraint_active,pending,,,
clp-9bde172570da7ba664c4,networks_ordered_acl,networks,development,temporary_constraint_expired,pending,,,
clp-2228328fd9953c0bbe1e,networks_ordered_acl,networks,development,goal_current,pending,,,
clp-665ce9064058486241b1,networks_ordered_acl,networks,development,goal_superseded,pending,,,
clp-ef8114d8e4aee4d66402,networks_ordered_acl,networks,development,insufficient_evidence,pending,,,
clp-44579cf98ee33d053a68,networks_ordered_acl,networks,development,long_history_return,pending,,,
clp-f38069b162f609ff248f,networks_ordered_acl,networks,development,irrelevant_invariance,pending,,,
clp-91e9a1d4e9e29ce27b13,networks_ordered_acl,networks,development,scope_invariance,pending,,,
clp-900abdc63e2f760272f7,networks_ordered_acl,networks,development,future_invariance,pending,,,
clp-b05cc32467682ecafeda,networks_ordered_acl,networks,development,source_retraction,pending,,,
clp-8e94d5a1f512e077e318,networks_ordered_acl,networks,development,unknown_assistance_success,pending,,,
clp-3b0a1234873375c3bf78,networks_ordered_acl,networks,development,explanation_ineffective,pending,,,
clp-37345f15eeaa9b1fe4bc,networks_ordered_acl,networks,development,environment_failure,pending,,,
clp-251fae5a665b354c3079,networks_ordered_acl,networks,development,team_artifact,pending,,,
clp-887e2d1e9beef64238b4,networks_ordered_acl,networks,development,current_input_override,pending,,,
clp-98fbd54d487976525053,networks_ordered_acl,networks,development,unjustified_correct_result,pending,,,
clp-265a3c06058adec7e154,networks_route_precedence,networks,development,assisted_success,pending,,,
clp-ca4cd731505e656ca00e,networks_route_precedence,networks,development,independent_once,pending,,,
clp-681a6e94374918dae917,networks_route_precedence,networks,development,repeated_original,pending,,,
clp-7279753e6c12003e9e14,networks_route_precedence,networks,development,novel_transfer_once,pending,,,
clp-922b3f04c11217d10b7b,networks_route_precedence,networks,development,gap_unresolved,pending,,,
clp-c3cf2746513cd80601e9,networks_route_precedence,networks,development,gap_followup_success,pending,,,
clp-1d19452a20fad750213d,networks_route_precedence,networks,development,temporary_constraint_active,pending,,,
clp-e1cce0a5942ba171d20f,networks_route_precedence,networks,development,temporary_constraint_expired,pending,,,
clp-ec7d117a18e2f8bf7aff,networks_route_precedence,networks,development,goal_current,pending,,,
clp-4c3fdeebd0af59433651,networks_route_precedence,networks,development,goal_superseded,pending,,,
clp-3d4cdf03a636d417588c,networks_route_precedence,networks,development,insufficient_evidence,pending,,,
clp-1419f735f77e19db34db,networks_route_precedence,networks,development,long_history_return,pending,,,
clp-84f063176bc19aef8ca6,networks_route_precedence,networks,development,irrelevant_invariance,pending,,,
clp-783610ef44c2603837ad,networks_route_precedence,networks,development,scope_invariance,pending,,,
clp-8228959b7b4dd9bc92ca,networks_route_precedence,networks,development,future_invariance,pending,,,
clp-3b2174a768e933db7424,networks_route_precedence,networks,development,source_retraction,pending,,,
clp-7f362e95c02df895194b,networks_route_precedence,networks,development,unknown_assistance_success,pending,,,
clp-03778a49e113d12ee18c,networks_route_precedence,networks,development,explanation_ineffective,pending,,,
clp-dea6b2a38b2eb230595a,networks_route_precedence,networks,development,environment_failure,pending,,,
clp-2e08df6ee8fef7214391,networks_route_precedence,networks,development,team_artifact,pending,,,
clp-6324a7465636bdfba14c,networks_route_precedence,networks,development,current_input_override,pending,,,
clp-04d5ba67a304633c5ffb,networks_route_precedence,networks,development,unjustified_correct_result,pending,,,
clp-303d93df1d947b29c325,networks_subnet_boundary,networks,validation,assisted_success,pending,,,
clp-64f05167d79157b62d84,networks_subnet_boundary,networks,validation,independent_once,pending,,,
clp-75b60e7c1bb2cb3113ca,networks_subnet_boundary,networks,validation,repeated_original,pending,,,
clp-2c1c56f5da2e003c6855,networks_subnet_boundary,networks,validation,novel_transfer_once,pending,,,
clp-2657f6b57f9531174fac,networks_subnet_boundary,networks,validation,gap_unresolved,pending,,,
clp-fb63ca54a77b5a36766e,networks_subnet_boundary,networks,validation,gap_followup_success,pending,,,
clp-84cc4fe589566bff98c6,networks_subnet_boundary,networks,validation,temporary_constraint_active,pending,,,
clp-722bc88b5e54dbb7ae66,networks_subnet_boundary,networks,validation,temporary_constraint_expired,pending,,,
clp-bf32545de360fc8397c1,networks_subnet_boundary,networks,validation,goal_current,pending,,,
clp-6a331fcc3b8f7e200188,networks_subnet_boundary,networks,validation,goal_superseded,pending,,,
clp-d989757f1d74299cd8d9,networks_subnet_boundary,networks,validation,insufficient_evidence,pending,,,
clp-80e865023b72895756af,networks_subnet_boundary,networks,validation,long_history_return,pending,,,
clp-d85f4feba615f590dbec,networks_subnet_boundary,networks,validation,irrelevant_invariance,pending,,,
clp-05cc3cb4c7ac32359aec,networks_subnet_boundary,networks,validation,scope_invariance,pending,,,
clp-981718fe288dfb0a046c,networks_subnet_boundary,networks,validation,future_invariance,pending,,,
clp-ddb5243ec90a9b1b106a,networks_subnet_boundary,networks,validation,source_retraction,pending,,,
clp-01a5d000772718e5c0e6,networks_subnet_boundary,networks,validation,unknown_assistance_success,pending,,,
clp-607cb7751cb99ff63a84,networks_subnet_boundary,networks,validation,explanation_ineffective,pending,,,
clp-9bb964916669d59acd5f,networks_subnet_boundary,networks,validation,environment_failure,pending,,,
clp-fb7d7689887140e3a446,networks_subnet_boundary,networks,validation,team_artifact,pending,,,
clp-d520a3b2cafa223e9d0b,networks_subnet_boundary,networks,validation,current_input_override,pending,,,
clp-51620fd9e301a00e421f,networks_subnet_boundary,networks,validation,unjustified_correct_result,pending,,,
clp-39a6499b92dcc94552df,networks_tcp_reassembly,networks,holdout,assisted_success,pending,,,
clp-f830d3624758e1ccbd22,networks_tcp_reassembly,networks,holdout,independent_once,pending,,,
clp-fc56b4c865116aad69b0,networks_tcp_reassembly,networks,holdout,repeated_original,pending,,,
clp-6fc79989222d7c2e1676,networks_tcp_reassembly,networks,holdout,novel_transfer_once,pending,,,
clp-644ce1ccd6cc3a5e577c,networks_tcp_reassembly,networks,holdout,gap_unresolved,pending,,,
clp-6ed54bc1adcdcdf72a52,networks_tcp_reassembly,networks,holdout,gap_followup_success,pending,,,
clp-77fdd76197cf4fff567a,networks_tcp_reassembly,networks,holdout,temporary_constraint_active,pending,,,
